GuestName,Comment,Rating,ReviewDate,Source,Language
Defne,"This is our 10th year and the food, service, and rooms are all wonderful and very clean. I definitely recommend it. Their attention is also excellent. Many thanks to Ms. Ida for her attentiveness. 🫶🏻💗",5,2026-07-15T18:48:12Z,Import,tr
Olesya Zhukova,"I really like the hotel. The grounds are beautiful, everything is clean and green. It's a perfect place to unwind from the hustle and bustle of everyday life.
Suggestions: room renovations, improved internet, converting some of the tennis courts to padel, installing lighting on the football field, and extending the tennis courts into the evenings. It's impossible to play in the heat.",5,2026-07-15T16:33:48Z,Import,en
Waldemar Вован,"A very nice hotel, good food, good entertainment, and the massages were excellent. There was absolutely nothing negative. I would gladly return!",5,2026-07-15T14:19:24Z,Import,en
Sara Malik,"We had a wonderful stay at Adora Resort! Our room was very nice although it would have been nicer if there was a door dividing our duplex rooms.  The pool, food, drinks were all great.  We went for some day excursions which were highly enjoyable.  The night DJ entertainment was wonderful; no need to go out of the resort to enjoy a good night out. Thanks to all the staff.",5,2026-07-15T12:05:00Z,Import,en
Hannah Malik,"Amazing experience, the beach is great, the food is okay. the room and service is lovely. the duplex room would be better with a door between the rooms but otherwise all good. Would recommend!",5,2026-07-15T09:50:36Z,Import,en
Didem Yilmaz,We really enjoyed the hotel. The rooms are clean and the grounds are very large and well-maintained. The animation team puts in a lot of effort and keeps everyone in a good mood. The à la carte restaurant Şehrazat has a beautiful view. We received excellent service from Mücahit Derviş Yusuf and Cici and enjoyed delicious meals.,5,2026-07-15T07:36:12Z,Import,tr
Татьяна Медведева,"Overall everything is good, the only thing I didn't like was the small beds in the double rooms.",5,2026-07-15T05:21:48Z,Import,en
Simona Kapl,Great experience ☀️,5,2026-07-15T03:07:24Z,Import,en
burak bal,"Hello, first of all, we would like to thank the hotel manager, Mr. Özgür, for everything. We were very pleased with the service at the hotel and his attentiveness. The staff were helpful and friendly. We were also very pleased with Mr. Doğuş, Mr. Ersan, and Ms. Veciye in the restaurant. Everything was wonderful. Thank you.",5,2026-07-15T00:53:00Z,Import,tr
Nergis Arslan,"Hello, we were very pleased with the service at the hotel. The staff were attentive and friendly. We were also very happy with Mr. Doğu, Mr. Ersan, and Ms. Veciye in the restaurant. We would like to thank the hotel manager, Mr. Özgür, for everything and for his attention.",5,2026-07-14T22:38:36Z,Import,tr
selin özbilek,"We are very satisfied with the hotel.

The food was excellent, the cleanliness was excellent, and all the staff were very friendly.",5,2026-07-14T20:24:12Z,Import,en
Mehmet Kiroglu,"We were very satisfied with the cleanliness of the rooms and the variety of restaurants. The staff were very proactive and polite.

Overall, we would definitely recommend this hotel.",5,2026-07-14T18:09:48Z,Import,en
Nefise g,"We stayed for 6 nights. Overall, the hotel met our expectations. Firstly, the food was definitely varied; different menus were offered every day, and lunch and dinner were also different. The only thing that could have been more varied was the snacks; I felt I couldn't find much to eat when lunch wasn't served. The rooms were clean, daily. The beach and pool facilities were excellent. There were plenty of activities every day. Some activities felt like they were only for children, which sometimes bored us, but overall the activities were varied. We only had a slight issue with the staff's demeanor. If we're staying in a 5-star hotel, we expect the staff to be more formal. They should use formal language instead of informal language. The staff could be more cheerful, especially the bartenders we were constantly interacting with. When we went to the bar in the lobby, we expected a friendly smile, but it felt like we had to beg and plead to be served. However, when we had a problem, Mr. Doğu from the customer relations department was extremely helpful. Besides finding solutions to our problems, his constant attention, communication, and gestures were invaluable. Also, Alina and the other members of the animation team were, as expected, extremely friendly, young and energetic people who constantly tried to involve us in the activities. We are leaving with beautiful and happy memories from our 6-day holiday.",5,2026-07-14T15:55:24Z,Import,tr
Şenel Gürsoy,"Despite experiencing a minor issue with the staff at the hotel check-in and the bar, Mr. Doğu's professional and experienced approach in customer relations transformed our initially negative experience into a very positive one, resulting in a very enjoyable holiday. In particular, Mr. Doğu's thoughtful surprise for our wedding anniversary made us very happy. The variety and deliciousness of the food in the restaurants left us very satisfied. The animation team was energetic and fantastic; we would also like to thank Ms. Alina, Mr. Eren, and Mr. Berat for their attention and care.",5,2026-07-14T13:41:00Z,Import,tr
Zivko Gajovic,"This was our second stay at Adora Hotel Belek, and it was just as wonderful as the first one. That's exactly why we decided to come back.
Everything exceeded our expectations once again. The food was excellent, with a great variety of fresh and delicious dishes every day. Our room was clean, comfortable, and very well maintained throughout our stay.
The staff was always friendly, helpful, and professional, making us feel welcome from the very first day. The hotel grounds are beautiful, the location is perfect, and the beach is fantastic. The sea is incredibly clean, and even on days with bigger waves, the water remained crystal clear.
We also had the opportunity to enjoy two à la carte restaurants included in our stay. At Mezzetto, the seafood dinner was simply outstanding. The fried calamari, prawns, sea bass fillet, and swordfish skewers were all perfectly prepared and absolutely delicious.
We also had dinner at the restaurant on the fourth floor, which offers breathtaking views of the beach, the sea, and the beautiful coastline. The butter beef steaks were the best we have ever tasted—so tender that they literally melted in our mouths. Every dish and every detail was perfect.
We truly enjoyed our vacation and will definitely come back again. We highly recommend Adora Hotel Belek to anyone looking for an unforgettable holiday with excellent food, outstanding service, and a beautiful atmosphere. Thank you to the entire Adora team for another amazing stay!",5,2026-07-14T11:26:36Z,Import,en
rosa pauliuc,A superb hotel everything was extraordinary the pools are big and clean the food is good and every day something superb,5,2026-07-14T09:12:12Z,Import,en
amandineo690,"I'm back here for the third time, and it's still just as perfect. The staff is amazing, and so is the food. I tried the rooftop restaurant, and it was incredible—the view of the pool and the sea at sunset, and the food was delicious. Thanks …",5,2026-07-14T07:20:24Z,Import,en
michaelakA854PT,The hotel and its services were excellent — I honestly missed nothing during my stay. It met all my expectations. I appreciated that there was a fitness room and a children’s play area. The entertainer in the children’s corner was fantastic and very caring with the children.,5,2026-07-14T05:51:12Z,Import,en
juliadB3795IV,"We stayed at the Adora Hotel for the first time and were very pleased with everything, the room, the food, the staff were top notch, and thank you so much for a wonderful vacation!!!!",5,2026-07-14T04:22:00Z,Import,en
Tourist39226745185,"I liked everything, Ida from Gastroleishen is the best, thank you for your support and answers to all the questions. I recommend it.",5,2026-07-14T02:52:47Z,Import,en
Bettina Simon,"Everything was very good, the rooms are great.
The food in the Mediterranean restaurant was excellent.

Guest Relations is very nice and speaks to guests in English. Her name is Ida.",5,2026-07-14T01:23:35Z,Import,tr
El St,"I absolutely loved Mezzetto! The cozy atmosphere, stylish interior, and friendly staff made a lasting impression. The dishes were delicious, fresh, and beautifully presented, and the service was prompt and attentive. It's clear they care about quality and the comfort of their guests. I'll definitely be back and would happily recommend this place to friends and family! Special thanks to Elif for helping with the baby.",5,2026-07-13T23:54:23Z,Import,en
София Ершова,"Beautiful, well-maintained grounds with plenty of space for evening strolls. The Mezzetto fish restaurant delighted us with its delicious cuisine. The staff was pleasant and helpful, and the service was excellent! The rooms were always clean, and housekeeping was prompt. I absolutely loved my stay at the Adora Hotel!!! Thank you all so much!",5,2026-07-13T22:25:11Z,Import,en
Kateřina Tribulová - MATRIGO s.r.o.,"Very nice hotel and stay. We enjoyed the sea and the beautiful pool, there were always enough sunbeds. The rooftop restaurant Shahrazad was excellent, service and food 😁👍",5,2026-07-13T20:55:58Z,Import,en
Katarzyna Różyńska,I'm very satisfied. The place is very spacious. The Shehrazad restaurant offers delicious a la carte dishes. Service is excellent. Thank you.,5,2026-07-13T19:26:46Z,Import,en
Joanna R.,"Everything was top-notch. There's nothing to complain about. Shehrazad Restaurant is highly recommended. The views, the food, and the service are impeccable.",5,2026-07-13T17:57:34Z,Import,en
Kamil Rozynski,"Fantastic hotel, excellent service and care. The Shehrazad restaurant is the best in the entire hotel. Fantastic view, excellent service and excellent food. Hotel",5,2026-07-13T16:28:22Z,Import,en
Арсений Аничкин,"We really enjoyed the Adora Hotel. We stayed for 10 nights in July 2026. The food was excellent, and you can even pop into the restaurant for a late-night snack (useful, for example, for excursions with early departures). The rooms were recently renovated and look modern. Air conditioning is installed, which is a relief in the heat. There's a wonderful a la carte fish restaurant right on the beach, and you can eat for free if you stay for more than a week. The beach is comfortable, sandy with small pebbles.",5,2026-07-13T14:59:10Z,Import,en
Pınar Boz,"The hotel is excellent, the staff are wonderful, attentive, and the cleanliness is impeccable… even though it was my first time here, I had a fantastic vacation. Mr. Oğuz's sincere attention and especially the smiling faces of Ms. Elif and Mr. Ahmet at the Mezetto restaurant made me feel very special. Thank you for everything, Adora Hotel & Resort <3",5,2026-07-13T13:29:57Z,Import,tr
Zeynep karadavut,"We came for our honeymoon and were very pleased with everything. Almina from the animation team took great care of us. Umut from customer relations was equally attentive.
Şehrazat restaurant was excellent; its location and service were superb.",5,2026-07-13T12:00:45Z,Import,tr
Андрей Удод,"The hotel is excellent, we really enjoyed our stay, the service is good, the staff is friendly. I really liked the mezzetto restaurant. Thank you.",5,2026-07-13T10:31:33Z,Import,en
Amandine,"I'm back here for the third time, and it's still just as perfect. The staff is amazing, and so is the food. I tried the rooftop restaurant, and it was incredible—the view of the pool and the sea at sunset, and the food was delicious. Thanks to Mucahit, Yusuf, Dervis, Celal, and Kader; the entertainment team is super cool and fun. Thanks also to Alina, Tolga, Eren, and everyone else. With all the activities on offer, you're never bored. I can't say a single negative thing about this hotel; it's paradise on earth!! 💝🤩",5,2026-07-13T09:02:21Z,Import,en
Katarzyna Kasia,"Everything is beautiful and perfect. I recommend it😄👍Thank you Dervis, Mucahit, Ida, Cioci, Yusuf",5,2026-07-13T07:33:09Z,Import,en
Julia Dikov,"We stayed at the Adora Hotel for the first time and were very pleased with everything, the room, the food, the staff were top notch, and thank you so much for a wonderful vacation!!!!",5,2026-07-13T06:03:56Z,Import,en
Lara,"Very clean hotel, large selection of food and drinks, beautiful pool area including beach.",5,2026-07-13T04:34:44Z,Import,en
Cristian Andrei,"I just got back from this location, where I spent a 7-night vacation with my family (2 adults + 2 children).
I can say that everything is very nice, friendly staff, activities, properly organized beach, food and drinks everywhere, parties, shows - in short, nice and worth it.
I gave the 4 stars for 3 situations that I consider minuses:
1. The rooms are new, with modern furniture, but the floor is not swept and not cleaned properly.. you get into bed with sand and dirt on your soles
2. I had the room in the middle of the corridor, the daily cleaning starts from the sides.. if at 13-13.30 I went to the room to sleep the 2-year-old child was not cleaned or the towels changed. I asked the reception to help me in any way, the first day after the incident the room was ready by 13, later they jumped on me again. out of 7 nights, 3 days we didn't have towels changed, trash thrown away. They don't go into the balcony to collect the dirt/trash can.
3. In the evening it's a bit crowded on the resort's alleys, and they rent some electric cars to other older children. If you're with a small child, you always have to be careful not to run over them with that car, to be careful of them.. Those cars shouldn't be allowed to be rented, or a separate track should be made for them.",4,2026-07-13T03:05:32Z,Import,en
vaclavo849,"We stayed in a Duplex Family Room and were very satisfied. The only minor drawbacks were the lack of a door between the two rooms and the relatively small beds (one 140 cm bed and two 80 cm beds).|Apart from that, the hotel was clean, well …",5,2026-07-13T01:36:20Z,Import,en
_C7899LE,"A gorgeous hotel! We loved everything. The staff was polite and helpful. I was very pleased with the cleanliness of the rooms and the hotel grounds. The restaurant has a wide selection of food, and everything is delicious. A great hotel for …",5,2026-07-13T00:07:07Z,Import,en
U2188SL_,"We stayed at the Adora Hotel in Turkey. We had a wonderful vacation. It's a wonderful hotel, with responsive and welcoming staff. The hotel grounds are clean and well-maintained. The staff is like bees, sweeping and mopping every day. The …",5,2026-07-12T22:37:55Z,Import,en
Inspiration413725,"Hotel is located 30 minutes away from the airport and the city of Antalya. There is a lot of attractions for quests in the hotel ( waterpark, kids club, beach volleyball, evening shows, joga and so on). There is large selection of food and …",5,2026-07-12T21:08:43Z,Import,en
741katar_nag,"What we liked the most was animator Veronika was very friendly and always helpful, which made our experience even better.",5,2026-07-12T19:39:31Z,Import,en
Fidan Bayrak,"We were very pleased with our holiday at Adora Hotel. We were especially happy with the friendly, attentive and helpful staff. The cleanliness of the hotel was really excellent; the rooms and common areas were always tidy and well-maintained. The food was quite delicious and different options were served every day. The beach and sea were also very beautiful. We had no trouble finding sunbeds, we were able to find empty sunbeds at any time of the day.
Overall, we had a wonderful holiday. We would like to thank Ms. İda for her attention.",5,2026-07-12T18:10:19Z,Import,tr
Радис Гайнетдинов,Everything is fine,4,2026-07-12T16:41:06Z,Import,en
Nihal Nihal,This is our third visit to the Adora Hotel. We are very satisfied with the hotel. You can choose it without hesitation. We would also like to thank Ms. Damla from Guest Relations for her attention and conversation.,5,2026-07-12T15:11:54Z,Import,tr
Sofia Soos,"The hotel is very nice and clean. The service and staff are very nice and friendly. The male waiters don't always pay attention to women, which is annoying. Sometimes there are places a little slower when a lot of people come in at once. Our first stay was better than the second time. But I would definitely recommend the hotel.",5,2026-07-12T13:42:42Z,Import,en
Isabella Puzio,"Excellent activities, friendly people, and a very helpful team.",5,2026-07-12T12:13:30Z,Import,en
Shindar Othman,"A very respectable hotel.
All the staff are respectful.
Excellent service, and the food is superb.
It was a wonderful experience. I would definitely stay again.",5,2026-07-12T10:44:18Z,Import,en
Carmen-Veronica Cuturui,"A very nice vacation, the rooms were very clean, any request to the resort staff was resolved, the food was very good and diverse. I highly recommend!",5,2026-07-12T09:15:05Z,Import,en
Alina Anea,Nice place to have your holliday! We have a great time during our stay at Adora Hotel,5,2026-07-12T07:45:53Z,Import,en
Mia Ola,"Thank you for a great vacation, excellent food, great animation program, very pleasant and helpful staff, fantastic bartender Ermudla, waiters Yusuf, Cici Mucahit in the Alacarte restaurant, I definitely recommend the á la carte restaurant Šeherezáda, where there is a beautiful view and excellent food. Thank you ❤️",5,2026-07-12T06:16:41Z,Import,en
Maria Deręgowska,"The best vacation ever! A very pleasant resort, a pleasant atmosphere, and wonderfully helpful staff. Varied and delicious meals. Beautiful views from the restaurants.
We'll definitely be back next year!",5,2026-07-12T04:47:29Z,Import,en
Krüger Svetlana,Very friendly staff and a very nice hotel; room service and cuisine were top-notch.,5,2026-07-12T03:18:17Z,Import,en
Vanessa,"We are very satisfied with this hotel; the staff is courteous and friendly. The evening shows are mostly exciting. However, we would like more activities during the day, such as water aerobics twice a day, as it's only offered once a day, whereas at other hotels it's offered twice daily. Also, the music by the pool could be a bit louder. Otherwise, we are very happy. The food is also very tasty, and there's a good selection.",5,2026-07-12T01:49:04Z,Import,en
Eduard Reim,"We spent nine days here on holiday and were absolutely delighted. The service was excellent, and the staff went out of their way to fulfill every wish.

The food was fantastic, the pool was amazing, the relaxation was superb, and of course, the rooms were spotless. 🙂",5,2026-07-12T00:19:52Z,Import,en
Discover25495594520,"This was our first time here, we came on a recommendation.|Excellent food and drinks, spacious grounds. The beach is excellent - sand, gently sloping water. The sea is calm in the morning, nice for snorkeling and watching the fish, and in …",5,2026-07-11T22:50:40Z,Import,en
pavolh98,"During our stay from 3 June 2026 to 10 June 2026, we were very satisfied with the hotel. We appreciated the beautiful sea, the cleanliness of the hotel, the excellent entertainment programme, and the helpful staff. Overall, we really …",2,2026-07-11T21:21:28Z,Import,en
exxcelh,"Unfortunately, we were very disappointed with our stay at Andora Belek. For such a large and luxury resort, we expected a much higher standard of service and professionalism.|The biggest issue was the behavior of the head chef, who came …",2,2026-07-11T19:52:15Z,Import,en
_zg_u2026,"We were very pleased with the food and entertainment. The rooms were clean, and the staff were very attentive. We would like to thank Ms. Ida for her helpfulness. We recommend it to everyone.",5,2026-07-11T18:23:03Z,Import,tr
Fatih Daşpınar,"This was our third time staying at this hotel, and we stayed for 5 nights in a club room. It's one of the rare hotels where I was sad to see my vacation end. The rooms, linens, and sheets were spotlessly clean and new, and the room was cleaned daily; linens were also changed if requested. Since it's a family hotel, there are many children. I didn't experience any problems with the foreign tourists; they were very polite and well-behaved, and their children were more well-behaved than ours. There was no shouting or yelling. If there were any noisy people, unfortunately, it was our own. Many thanks to the kitchen staff; the food was fantastic, a wide variety of dishes from every region and even many countries, and they were delicious. It's one of the rare hotels that doesn't skimp on red meat. There's a wide variety of desserts, whatever you're looking for. Some of the staff are friends who came from Indonesia to work here; they were especially excellent, always smiling and polite, and they never refused us anything. Special thanks to ""Geri"" and Hasan in the restaurant section. In previous years, we had staff from Eastern Turkey; the Indonesian staff was a very good choice. The pools are adequate and very clean, there are enough sun loungers, but if you want a poolside lounger, you need to act early because foreigners grab them early. The animation team and shows are fantastic, there are lots of activities for those who want to participate, special thanks to Ms. Almira from the animation team. My ladies who make gözleme (Turkish flatbread) are the best, thanks again for your hard work. Unlimited drinks are excellent, no problems at all. Special thanks to Mr. Kerim and Ms. Tansu at the bikini bar, Ms. Sümeyye at the coffee shop, Ms. Emine at the pastry and ice cream section, Ms. İpek and the gentleman with glasses next to her at the reception. Special thanks to the cleaning staff, brothers, sisters and friends, who are constantly walking around with mops and brooms, they don't leave a single piece of trash in the whole huge complex. Wifi works flawlessly almost everywhere, which is one of the biggest pluses 😄
My humble suggestion to the management: this year there were a few flies for the first time, they are spraying but it doesn't seem to be enough, the number of slides should be increased and diversified, the lawns need maintenance, there is no grass left in some places, the night lighting is insufficient in some areas.",5,2026-07-11T16:53:51Z,Import,tr
Thomas Weisser,"We had a wonderful family vacation at the Adora Hotel & Resort. The grounds, pools, and staff were all top-notch.

The location was excellent, and the cocktails were delicious. The food was also fantastic. The highlight was our evening at the à la carte restaurant Şehrazat – Mediterranean cuisine with a view from the rooftop terrace, and for dessert, a magnificent affogato (vanilla ice cream with espresso), which was our absolute favorite. The warm and welcoming service was equally memorable. Elif from Guest Relations, in particular, was always friendly and helpful.",5,2026-07-11T15:24:39Z,Import,tr
umıt Yılmaz,"I stayed at this hotel with my family from August 12th to August 17th, 2024. I chose it again for my 2026 vacation and they proved me right once more. It's one of the rare hotels where all family members left satisfied. The hotel is comfortable in every aspect; food, drinks, cleanliness, etc. Don't worry about the general aspects, the hotel has thought of everything for you. My favorite aspect of the hotel is that there's something for everyone; relaxation areas for those who want to relax, entertainment areas for those who want to have fun. Because the hotel grounds are large, there's no problem finding a spot. You go to the pool, there's a spot there; you go to the sea, there's a spot there; you go to the hammocks to relax, you can find a spot there too, which makes it very convenient. Ms. İda's special attention delighted us. The hotel was absolutely wonderful. It's one of those hotels you'll consider going back to after your stay.",5,2026-07-11T13:55:27Z,Import,tr
Sebahattin Semizoğlu,"Esra, Hasan, Elena, and Chef Cihangir, thank you for your attention.",5,2026-07-11T12:26:14Z,Import,en
Selim Karatay,"We would like to thank Esra, Hasan, Elenana, and Chef Cihangir for their hospitality.",5,2026-07-11T10:57:02Z,Import,en
Yiğit Gündüz,"We would like to thank Chef Cihangir Bey, Ms. Elena, and Mr. Umut, who is responsible for hotel guests, at Mezetto restaurant for their attention and care.",5,2026-07-11T09:27:50Z,Import,en
doruk dereli,"Dining at Sultan restaurant is a privilege. Our holiday is going very well. It's a very clean and fun hotel. The staff are also very attentive. Thank you to all of them... thank you for the service. A big thank you to Mr. Ersen, Ms. Vecihe, and Ms. Ida.",5,2026-07-11T07:58:38Z,Import,en
Galina Griștiuc,"The hotel is excellent 👌, everything is beautiful and stylish. The food is delicious. The staff is very polite and friendly. I especially liked the Sultan restaurant; the food is excellent, very, very tasty and beautifully served. A huge thank you to the chefs and waiters: Ersen, Vecihe, everything was top notch. Big hello and thanks for everything to Idochka. ♥️🥰",5,2026-07-11T06:29:26Z,Import,en
Mahsun Çelikal,"We had the opportunity to stay for 5 nights and 6 days. The hotel concept from A to Z is excellent, especially the pool. The pool, aqua park, and children's areas are quite nice, particularly for families with children. The food and dessert selection is reasonable. The sea is beautiful until midday, then becomes wavy in the afternoon, but we can say it's moderately good. As someone who loves meat, the variety could be improved.",5,2026-07-11T05:00:13Z,Import,en
Kathrin Öztürk,"A truly beautiful hotel! 🥰

The service is excellent and very friendly.

We ate at Sultan's today. The food was delicious, and the waitstaff, Ida, Ersen, and Vecihe, were very friendly, quick, and helpful.

We'd love to come back again.",5,2026-07-11T03:31:01Z,Import,en
Siear B.,"A truly wonderful stay – we enjoyed every single day!

We recently spent eight wonderful days at the Adora Hotel & Resort and are absolutely thrilled. From arrival to departure, everything was perfect.

I would especially like to highlight the incredibly friendly and attentive staff. You immediately notice that the guest is the focus here – every wish is fulfilled with a smile, creating a very relaxed and welcoming atmosphere. The service in all areas was also consistently professional and efficient.

We were also spoiled with culinary delights: The food was consistently delicious, varied, and of excellent quality. It was a real highlight to sample the diverse buffet each day.

As for the resort itself, it offers a great balance between entertainment and relaxation. There is a wide range of activities that both children and adults will find something to enjoy. Whether it's action at the pools, the varied entertainment program, or simply relaxing on the beach or in the beautiful spa area – there's something for everyone.



We were also spoiled with delicious food: The food was consistently delicious, varied, and of excellent quality. It was a real highlight to sample the diverse buffet each day. We felt completely at ease during our eight-day stay and can definitely recommend the hotel. A big thank you to the entire team for this wonderful break! We would love to come back.",4,2026-07-11T02:01:49Z,Import,en
Viktória Cichá,"This was our first time at the hotel. The hotel is beautiful, clean and the staff is great. The food was great, we always had something to choose from and I also appreciate the focus on individual regional cuisines.
The beach is also clean, the entrance to the water is great.
The rooms are a little smaller but it's not terrible.

Overall, I rate the hotel as excellent, I have nothing to complain about.",5,2026-07-11T00:32:37Z,Import,en
Serife Gullu,"The perfect place for a holiday is definitely Adora Hotel. With its friendly and helpful staff, fun animation activities, cleanliness, and delicious food, I highly recommend it to everyone. I'm so glad I came, I'm very satisfied. Thank you!",5,2026-07-10T23:03:24Z,Import,en
Rabia Yeşilyurt,A hotel where you can feel at home.,5,2026-07-10T21:34:12Z,Import,en
Y9162TV_,"We loved the hotel's grounds, excellent entertainment, excellent cuisine, and clean restaurants. Wonderful, outgoing, multilingual entertainers create a positive atmosphere for guests. The evening programs are varied and colorful, the beach …",5,2026-07-10T20:05:00Z,Import,en
U4366WI_,"A wonderful hotel, with excellent service and attention to detail! I'd especially like to mention the cuisine (the dishes are varied, so there's something for everyone). A big shout out to Ida in Guest Relations.",5,2026-07-10T18:35:48Z,Import,en
nazane227,"The staff are very respectful and friendly, the food is incredibly delicious and appeals to everyone, and the hotel is very clean and tidy. I wholeheartedly recommend it. We had the opportunity to personally chat with Ms. Ifa in the guest relations department, and it was a very pleasant experience.",5,2026-07-10T17:06:36Z,Import,en
Ирина Круглик,"The Adora Hotel is wonderful. We've been here several times. The hotel is very charming, the rooms are large and always clean, and the food is a delight. A special thank you to the animation team; we adore them. We're always happy to come back.",5,2026-07-10T15:37:23Z,Import,tr
Irina Rusu,"Super hotel, close to airport. Lots of entertainment. The rooms are very clean. Staff are very friendly. Thanks  Ida from guess  relation.",5,2026-07-10T14:08:11Z,Import,en
Cem Boyukak,Very nice hotel. Everything was great. Friendly staff. Activities were great.,5,2026-07-10T12:38:59Z,Import,en
Мария Пухова,"A wonderful place to relax! Lots of delicious food and entertainment. The staff is fantastic. A real family vacation! We recommend it to everyone! The Shahrazad restaurant is wonderful!!!! Delicious food, friendly staff, everything is top notch!",5,2026-07-10T11:09:47Z,Import,en
Алена Синюкович,"Excellent hotel! Incredible variety of food, private beach!

We had a great family vacation and absolutely loved it! Thank you!",5,2026-07-10T09:40:35Z,Import,en
Tatjana Kratz,"The entire stay was fantastic from arrival to departure. The staff were incredibly friendly and always helpful. The rooms were consistently clean, and the grounds were generally very well-maintained and beautiful. The food was typical of the region, with something to suit every taste.",5,2026-07-10T08:11:22Z,Import,en
Duru Sancak,A wonderful hotel where I have been coming with my family for 4 years and I am satisfied with everything from the food to the activities to the cleanliness.,5,2026-07-10T06:42:10Z,Import,en
Maxi Rokus,Very nice location and beautiful sea,4,2026-07-10T05:12:58Z,Import,en
Der Dithmarscher,"A very nice hotel.

This is our first time here, and we feel very comfortable. The staff is incredibly friendly, and the food is fantastic.

There's something for children to do around the clock, and overall, the hotel is very family-friendly.

We'd love to come back again.",5,2026-07-10T03:43:46Z,Import,en
Папа Джон,"We want to come back!
Great, friendly staff!
Everything is new, the location and surroundings are wonderful!
The view from the rooftop restaurant is simply picture perfect!
Thank you, Adora, for a magical vacation!",5,2026-07-10T02:14:33Z,Import,en
Paul Beier,"Super friendly staff - a beautiful beach with great entertainment.

I'd love to come back again!",5,2026-07-10T00:45:21Z,Import,en
Dávid Zauška,"The food is absolutely amazing, the vacation was great and Melek from guest relations was very helpful.",5,2026-07-09T23:16:09Z,Import,en
exxcel hol,"The worst hotel you can go to.. small rooms, bad food, very bad entrance to the sea, the sea is dirty.
The head chef of the restaurant the worst person in the main restaurant - breakfast lunch dinner keeps track of how much food you have on the table",1,2026-07-09T21:46:57Z,Import,en
Zehra Tatlı,"When we first checked into the hotel, Ms. İpek at the reception was very helpful. We had a special situation and she resolved it immediately. I would like to thank her very much. The hotel is very nice, the staff are friendly, and the food was very good. I definitely recommend it.",5,2026-07-09T20:17:45Z,Import,tr
stevo palencar,"I recommend the hotel, everything is here and the service is very nice......the food is great....",5,2026-07-09T18:48:32Z,Import,en
Alexander Haidamak,"The hotel itself is truly beautiful. I couldn't find any flaws in the facilities. The location is good, and the food was varied and delicious. I especially appreciated the proximity of the pool and beach, making it easy to switch between them.

However, the service in the restaurant was inconsistent. Some waiters were very friendly and attentive. With others, though, I got the impression that guests who didn't tip regularly received less attention. Of course, that's just my personal impression.

A major drawback for me, however, was the entertainment manager. He was enthusiastic and friendly during the pool games. But his behavior was completely different during other activities and tournaments.

One example was the air rifle shooting. During the small tournament, the entertainment manager appeared with a young woman who was allowed to participate despite the competition already being underway. After all the participants had shot and the winner had been determined, the young woman didn't win. The rules were then changed abruptly, and additional rounds were introduced. Even after that, she still didn't achieve the required score. In the end, it seemed to me that the results were even manipulated to declare her the winner. Several guests pointed out that this was unfair, but their objections were ignored. The entertainment manager came across as very arrogant and gave me the impression that he was determined to ensure the young woman's victory.

In conversations with other guests, I heard that similar situations had apparently occurred quite frequently. In my opinion, a manager should act neutrally, fairly, and professionally. This behavior, unfortunately, left a very negative impression.

The biggest point of criticism, however, was that the entertainment manager apparently knew that some guests were planning to complain about him. Therefore, it seemed to me that he sent employees out to specifically approach guests and ask them for positive reviews. I was also approached about this. In my opinion, positive reviews should be earned through good and professional work, not actively sought out.

On the other hand, I would like to expressly commend the actual entertainment team. The staff were always cheerful, friendly, and particularly excellent with children. They went to great lengths to ensure the guests had a wonderful time. I would like to express my sincere respect for that.

Overall, I really enjoyed the hotel. The facilities, the food, and the location were truly impressive. It's just a shame that the entertainment manager's behavior significantly marred the otherwise positive overall impression.",3,2026-07-09T17:19:20Z,Import,tr
815fatiht,"The basic necessities are sufficient, extremely suitable for families. The staff are very attentive. The couple rooms could be improved a bit. Great value for money. This is our second visit. The food is very good. Kudos to Alican Deniz …",5,2026-07-09T15:50:08Z,Import,en
Adventure18526439366,A very good hotel. The service is truly excellent. The food in the Sehrazat restaurant was absolutely delicious.,5,2026-07-09T14:20:56Z,Import,en
tatjanat434,"Overall, the hotel is highly recommended. There were a few minor drawbacks regarding the evening entertainment and the somewhat limited food selection. Otherwise, everything was excellent and to our complete satisfaction. The à la carte …",5,2026-07-09T12:51:44Z,Import,en
Doruk kaan Oktay,"Kadek Andre from Indonesia is very friendly and sweet; if you come, definitely find him, he's very kind, hopefully he'll work here next year too.",5,2026-07-09T11:22:31Z,Import,en
Lucia Zuscakova,"We were very satisfied with the hotel, beach, accommodation, food and the staff was warm and helpful. I highly recommend the Sehrazat dinner. Great selection and excellent food.",5,2026-07-09T09:53:19Z,Import,en
ZuLu,"Satisfaction. High level of service, nice staff, great animators. I recommend and don't forget to order a la carte with an incredible view",5,2026-07-09T08:24:07Z,Import,en
Salih Baran,"A perfect family hotel. The friendliness of the staff, the cleanliness of the hotel, the food, and especially the à la carte restaurant were fantastic 💐",5,2026-07-09T06:54:55Z,Import,en
Галина Кравченко,"We really enjoyed the hotel. It had a cozy atmosphere, friendly staff, delicious food, a pool, the sea, and activities—everything you need for a family vacation.
We visited the Shehrozad restaurant and loved it. Thank you so much for a wonderful dinner and a wonderful evening! Thanks to Mucahit, Dervis, Yusuf, and Cici for their service. And a special thank you to Ida from Guest Relations for her attentiveness.
We will definitely be back!",5,2026-07-09T05:25:43Z,Import,tr
